file_name,QuestionText,answer
"Newark airport outside.wav","Is there a person nearby?",YES
"heavy industrial door opens 110419_01.wav","Can people be heard talking?",NO
"heavy industrial door opens 110419_01.wav","Is the machine making a constant noise?",YES
"heavy industrial door opens 110419_01.wav","Is this a machine?",YES
"heavy industrial door opens 110419_01.wav","Is this an animal?",NO
"Gibraltar Mountain (apes, birds).wav","are there people around?",NO
"Gibraltar Mountain (apes, birds).wav","Does a shoe squeak?",YES
"Gibraltar Mountain (apes, birds).wav","is there a helicopter passing over?",YES
"Gibraltar Mountain (apes, birds).wav","Is there vehicle traffic?",NO
"in_cafe_4.wav","Are the clinking noises from toys?",NO
"in_cafe_4.wav","Are the people in a dining room?",YES
"in_cafe_4.wav","Are these people participating in a marathon?",NO
"in_cafe_4.wav","Is there a group of people talking?",YES
"turtledove sounds.wav","Is a dog barking?",NO
"turtledove sounds.wav","Is an animal hooting repeatedly?",YES
"turtledove sounds.wav","Is an animal making noise?",YES
"turtledove sounds.wav","Is there more than one animal making sound?",YES
"belladonna.wav","Does this sound come from an animal?",NO
"belladonna.wav","is something moving?",YES
"belladonna.wav","is there no whistling noise?",YES
"belladonna.wav","Is this a chiming type of noise?",YES
"forest04.wav","Are people singing?",NO
"forest04.wav","Do these animals fly?",YES
"forest04.wav","Is a person digging gravel?",YES
"forest04.wav","Is it outdoors?",YES
"footstep on wood foley.wav","Are they taking the elevator?",NO
"footstep on wood foley.wav","Is someone walking up stairs?",YES
"footstep on wood foley.wav","Is the person going down a slide?",YES
"footstep on wood foley.wav","Is the person inside?",YES
"inside a japanese bus.wav","Are vehicles present?",YES
"inside a japanese bus.wav","Is an animal getting into the trash?",NO
"inside a japanese bus.wav","Is somebody laying on their horn?",NO
"inside a japanese bus.wav","Is the vehicle far away?",YES
"Waterfalls_00217.wav","Are people fishing?",NO
"Waterfalls_00217.wav","Has a tap been left running?",NO
"Waterfalls_00217.wav","Is the water flowing fast?",YES
"Waterfalls_00217.wav","Is this the sound of a river?",YES
"Omni_Ambiental_PublicKitchen.wav","Are the people at the beach?",NO
"Omni_Ambiental_PublicKitchen.wav","Does it sound like something being scraped?",NO
"Omni_Ambiental_PublicKitchen.wav","Is the background silent?",NO
"Omni_Ambiental_PublicKitchen.wav","Is there ball bouncing?",NO
"Anchor Chain.wav","Are children playing in the background ?",NO
"Anchor Chain.wav","Did a train pass by ?",YES
"Anchor Chain.wav","Is the material made of wood?",NO
"Anchor Chain.wav","Is the noise constant?",YES
"Birds and ducks -Delta del Llobregat.wav","Are the sounds coming from inside?",NO
"Birds and ducks -Delta del Llobregat.wav","Are there any human sounds?",YES
"Birds and ducks -Delta del Llobregat.wav","Are there ducks?",YES
"Birds and ducks -Delta del Llobregat.wav","Is there a bird flapping its wings?",YES
"Tallarol capnegre.wav","Are people laughing ?",NO
"Tallarol capnegre.wav","Is a dog barking?",NO
"Tallarol capnegre.wav","Is the insect sound continuous ?",YES
"Tallarol capnegre.wav","Is there a hissing sound?",NO
"Davis 1.wav","Are the people remaining quiet?",YES
"Davis 1.wav","Are there people around?",YES
"Davis 1.wav","Is there a motor running?",YES
"Davis 1.wav","Is there a scratching noise?",YES
"Bathtub_with_Foam.wav","Does an alarm go off?",NO
"Bathtub_with_Foam.wav","Is a lever pushed?",YES
"Bathtub_with_Foam.wav","Is the water frozen solid?",NO
"Bathtub_with_Foam.wav","Is this indoors?",YES
"Car Engine 1.wav","Is someone operating the vehicle?",YES
"Car Engine 1.wav","Is the vehicle revving up?",YES
"Car Engine 1.wav","Is the vehicle stopped?",YES
"Car Engine 1.wav","Is there someone counting down for a race?",NO
"Sink and Water.wav","Are waves crashing on the shore?",YES
"Sink and Water.wav","Is someone speaking?",NO
"Sink and Water.wav","Is this device being operated manually?",YES
"Sink and Water.wav","Is water present?",YES
"RowanMagennis_160019_SD100_CrumplingTinFoil.wav","Is someone mopping the floor?",NO
"RowanMagennis_160019_SD100_CrumplingTinFoil.wav","Is the sound metallic?",YES
"RowanMagennis_160019_SD100_CrumplingTinFoil.wav","Is the sound produced by crumpled paper?",YES
"RowanMagennis_160019_SD100_CrumplingTinFoil.wav","Is this item used widely in the kitchen?",YES
"heavy old keys working on door lock.wav","Does an object rattle?",YES
"heavy old keys working on door lock.wav","Is something being thrown?",YES
"heavy old keys working on door lock.wav","Is the person playing a sport?",NO
"heavy old keys working on door lock.wav","Is the same action being repeated over again?",YES
"Rain hitting window.wav","Does the noise come from something rotating?",YES
"Rain hitting window.wav","Does the noise speed up and slow down?",YES
"Rain hitting window.wav","Does the sound come from a clothes dryer?",NO
"Rain hitting window.wav","Does this sound come from a living being?",NO
"Rain on open window.wav","Is it raining?",YES
"Rain on open window.wav","Is it thundering?",NO
"Rain on open window.wav","Is the water hitting something?",YES
"Rain on open window.wav","Is there a lion growling?",NO
"Squeak Finger on Glass.wav","Does the sound vary in pitch?",YES
"Squeak Finger on Glass.wav","Is someone eating something crunchy?",NO
"Squeak Finger on Glass.wav","Is there a window being cleaned with window washing liquid?",YES
"Squeak Finger on Glass.wav","Is there a window being washing with a hose?",NO
"Glass bag drops.wav","Does anyone speak?",NO
"Glass bag drops.wav","Does the sound of glass breaking continue until the end?",YES
"Glass bag drops.wav","Is glass breaking?",YES
"Glass bag drops.wav","Is something hitting a piece of wood?",NO
"cooking pasta.wav","Are people talking?",NO
"cooking pasta.wav","Can liquid be heard?",YES
"cooking pasta.wav","Is someone brushing their teeth?",YES
"cooking pasta.wav","Is there liquid nearby?",YES
"Ambulance Siren.wav","Can ordinary cars make this sound?",NO
"Ambulance Siren.wav","Is an animal making the noise?",NO
"Ambulance Siren.wav","Is the siren coming from a car?",YES
"Ambulance Siren.wav","Is there an emergency taking place somewhere?",YES
"buzzing stinging.wav","Are birds singing?",NO
"buzzing stinging.wav","Can insects be heard in the background?",YES
"buzzing stinging.wav","Is a tree being chopped down?",NO
"buzzing stinging.wav","Is this recording made indoors?",NO
"City Bus.wav","Are there many people talking to each other?",NO
"City Bus.wav","Can a truck's horn be heard?",NO
"City Bus.wav","Is the sound from a train driving?",YES
"City Bus.wav","Is there someone talking nearby?",YES
"Pouring Into Glass.wav","Are food items being sliced?",YES
"Pouring Into Glass.wav","Are receptacles of some kind being used?",YES
"Pouring Into Glass.wav","Is bacon cooking?",NO
"Pouring Into Glass.wav","Is someone serving multiple people?",YES
"Rumpling_Paper_01.wav","Is anyone moving some papers?",YES
"Rumpling_Paper_01.wav","Is paper rustling?",YES
"Rumpling_Paper_01.wav","Is someone talking?",NO
"Rumpling_Paper_01.wav","Is the paper torn?",NO
"kipgeluid.wav","Are the chickens roosting?",YES
"kipgeluid.wav","are there chickens?",YES
"kipgeluid.wav","Are there multiple chickens?",YES
"kipgeluid.wav","do the chickens fly around?",YES
"Water Boiling in Small Pot_1-2.wav","Does rain hit surfaces?",YES
"Water Boiling in Small Pot_1-2.wav","Is it a violent storm?",NO
"Water Boiling in Small Pot_1-2.wav","Is there a cat?",NO
"Water Boiling in Small Pot_1-2.wav","Is there water?",YES
"affected_population.wav","are there any animals making noise?",NO
"affected_population.wav","Can more than one person be heard?",YES
"affected_population.wav","Is there a crowd of people?",YES
"affected_population.wav","Is there an airplane?",NO
"Birds Chirping ME.A1.wav","does it sound like a soft rain?",NO
"Birds Chirping ME.A1.wav","is the water falling in a constant way?",YES
"Birds Chirping ME.A1.wav","Is this a vehicle?",NO
"Birds Chirping ME.A1.wav","Is this water?",YES
"Sheep BAAAH.wav","can a bell be heard?",YES
"Sheep BAAAH.wav","Is a goat making sound?",YES
"Sheep BAAAH.wav","Is the only one goat?",YES
"Sheep BAAAH.wav","is there only one person present?",NO
"Olive Oil.wav","Is a baby crying?",NO
"Olive Oil.wav","Is something dripping?",YES
"Olive Oil.wav","Is something spraying?",YES
"Olive Oil.wav","Is the sound coming from liquid?",YES
"Garden ambience.wav","Are there birds cooing?",NO
"Garden ambience.wav","Does a man say a word?",NO
"Garden ambience.wav","Is a lion growling?",NO
"Garden ambience.wav","Is there more than one sound?",YES
"20100418.marshes.storm.01.wav","Are the animals inside?",NO
"20100418.marshes.storm.01.wav","Is there a rooster?",YES
"20100418.marshes.storm.01.wav","Is there only one species of animal?",NO
"20100418.marshes.storm.01.wav","Is this on a farm?",YES
"wiping_wet_paper.wav","Does the person using the object change the motion of the object sometimes?",YES
"wiping_wet_paper.wav","Does the scrubbing end at any point?",NO
"wiping_wet_paper.wav","Is it a repetitive sound?",YES
"wiping_wet_paper.wav","Is the person making the sound unconscious?",NO
"Birds&amp;Wind.wav","Are low flying jets heard in the distance?",NO
"Birds&amp;Wind.wav","Are there crashing ocean waves?",YES
"Birds&amp;Wind.wav","Is the electricity working?",NO
"Birds&amp;Wind.wav","is the sound steady?",YES
"FlushToilet.wav","Are frogs croaking?",NO
"FlushToilet.wav","Can children be heard playing?",NO
"FlushToilet.wav","Is a toilet flushed?",YES
"FlushToilet.wav","Is water rushing?",YES
"Lassen.wav","Is a ball rolled?",NO
"Lassen.wav","Is anyone talking?",NO
"Lassen.wav","Is the noise staticy?",YES
"Lassen.wav","Is there electric crackling?",YES
"WinterWren1.wav","Are dogs barking?",NO
"WinterWren1.wav","Can a person's voice be heard?",YES
"WinterWren1.wav","Can birds be heard in the background?",YES
"WinterWren1.wav","Is there a woman speaking?",NO
"Ronda - The Old Shrine - La antigua Ermita.wav","are many birds present?",YES
"Ronda - The Old Shrine - La antigua Ermita.wav","are the birds fighting wildly?",YES
"Ronda - The Old Shrine - La antigua Ermita.wav","Are the birds getting quieter over time?",NO
"Ronda - The Old Shrine - La antigua Ermita.wav","Are the birds interrupting over one another?",YES
"container port 01.wav","Are birds singing?",NO
"container port 01.wav","Are there no people in the recording?",YES
"container port 01.wav","Does the animal noise overpower the noise made by the machine?",NO
"container port 01.wav","Is there a man made machine in this clip?",YES
"PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav","are birds chirping?",NO
"PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav","are car engines heard?",YES
"PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav","Is the man outside?",NO
"PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav","Was the man talking?",YES
"two noise generators 02.wav","does the static change pitch?",YES
"two noise generators 02.wav","does the static die down?",NO
"two noise generators 02.wav","Is there a problem with the electronic?",YES
"two noise generators 02.wav","Is there chattering coming from the electronic?",NO
"rollingthunder01.wav","Does the deep base sound stay continuous and not dissipate?",YES
"rollingthunder01.wav","Does the sound have peoples voices?",NO
"rollingthunder01.wav","Is that the sound of thunder?",YES
"rollingthunder01.wav","Is the hissing sound likely rainfall?",YES
"water puddle.wav","Is anyone talking in the room?",NO
"water puddle.wav","Is someone crying?",NO
"water puddle.wav","Is something being squished around?",YES
"water puddle.wav","Is there liquid around?",YES
"Rattly metal elevator [binaural recording].wav","Are there people talking in the area?",NO
"Rattly metal elevator [binaural recording].wav","Is a person doing something?",YES
"Rattly metal elevator [binaural recording].wav","Is an animal making noise?",NO
"Rattly metal elevator [binaural recording].wav","Is machinery being operated?",YES
"Pig - Multiple Snorts 6 (2 pigs) - 96kHz.wav","Is a person making these sounds?",NO
"Pig - Multiple Snorts 6 (2 pigs) - 96kHz.wav","Is a truck driving down the street?",NO
"Pig - Multiple Snorts 6 (2 pigs) - 96kHz.wav","Is an animal making noise?",YES
"Pig - Multiple Snorts 6 (2 pigs) - 96kHz.wav","Is there more than one animal making noise?",YES
"tiny raindrops under an umbrella.wav","Are the people celebrating a bonfire?",YES
"tiny raindrops under an umbrella.wav","Does the sound of the fire get much louder?",NO
"tiny raindrops under an umbrella.wav","Is something burning?",YES
"tiny raindrops under an umbrella.wav","Is the sound of the fire constant?",YES
"Traffic on a Busy Street.wav","Are any of the noises a jet?",YES
"Traffic on a Busy Street.wav","Are any of the noises made by a living thing?",NO
"Traffic on a Busy Street.wav","Is there a paved road nearby?",YES
"Traffic on a Busy Street.wav","Is wind blowing?",YES
"Vartiosaari_woodland.wav","Can these creatures fly?",YES
"Vartiosaari_woodland.wav","Is someone sneezing ?",NO
"Vartiosaari_woodland.wav","Is someone swimming?",YES
"Vartiosaari_woodland.wav","Is this place in a forest ?",YES
"Study light riffles.wav","Are the teeth chewing on something?",NO
"Study light riffles.wav","Does the implement have artificial teeth?",YES
"Study light riffles.wav","Is someone manually turning the tool?",YES
"Study light riffles.wav","Is the car starting up?",NO
"20091212.motorcycle.wav","Are there any voices in the clip?",YES
"20091212.motorcycle.wav","Does the main sound involve machinery being revved?",YES
"20091212.motorcycle.wav","Is there a motor vehicle in this recording?",YES
"20091212.motorcycle.wav","Is this recording in an uncovered area?",YES
"Faucet Running.wav","Is mariachi music playing?",NO
"Faucet Running.wav","Is someone practicing lines for a play?",YES
"Faucet Running.wav","Is something being grated?",NO
"Faucet Running.wav","Is the grinding noise constant?",YES
"uguisbari.wav","Are birds chirping?",YES
"uguisbari.wav","Are the steps across the floor light steps?",NO
"uguisbari.wav","Does the cage squeak throughout most of the walking?",YES
"uguisbari.wav","Is the person chopping wood?",NO
"CuttingOnion.wav","does the person keep cutting the item repeatedly?",YES
"CuttingOnion.wav","Is the person alone?",YES
"CuttingOnion.wav","Is the person outside?",NO
"CuttingOnion.wav","Is the person talking?",NO
"button_drop.wav","Do the objects bounce?",YES
"button_drop.wav","Is a crowd cheering?",NO
"button_drop.wav","Is something rolling?",YES
"button_drop.wav","Is the radio on?",NO
"gasp after a run.wav","Does the person breath during the whole clip?",YES
"gasp after a run.wav","Does the person breathe the same way the entire time?",YES
"gasp after a run.wav","Is the person breathing hard?",YES
"gasp after a run.wav","Is the person breathing quietly?",YES
"thunder04.wav","Is it the sound of waves against the shore?",NO
"thunder04.wav","Is the noise a natural sound?",YES
"thunder04.wav","Is the rain soft and steady?",YES
"thunder04.wav","Is there a tornado?",NO
"Rio Cadi.wav","Is the sound caused by a river?",YES
"Rio Cadi.wav","Is the water flowing indoors in a tightly enclosed space?",YES
"Rio Cadi.wav","Is water flowing steadily nearby?",YES
"Rio Cadi.wav","Is water spraying from a broken pipe?",YES
"Gurgling.wav","Does the liquid continue to pour?",YES
"Gurgling.wav","Is someone using tape?",NO
"Gurgling.wav","Is the liquid calm?",YES
"Gurgling.wav","Is there a liquid around?",YES
"LoneCricketInFallBasement.wav","Does the creature chirp several times?",YES
"LoneCricketInFallBasement.wav","Does this sound come from something furry?",NO
"LoneCricketInFallBasement.wav","Does this sound have a steady rhythm?",YES
"LoneCricketInFallBasement.wav","Is the creature splashing in water?",NO
"Smashing guitars.wav","Are there people in this?",NO
"Smashing guitars.wav","Is there any singing?",NO
"Smashing guitars.wav","Is this before a concert?",YES
"Smashing guitars.wav","Is this just noise?",YES
"granularm.wav","Could this sound be used to indicate an emergency?",YES
"granularm.wav","Does the sound change in volume?",YES
"granularm.wav","Is this a radio?",NO
"granularm.wav","Is this noise made by a human being?",YES
"ice rattle.wav","Are there small impacts taking place?",YES
"ice rattle.wav","Do the sounds come from more than one state of matter?",YES
"ice rattle.wav","Is something on fire?",NO
"ice rattle.wav","Is this sound something that is typically heard for long periods of time?",YES
"footsteps woodland.wav","Does the person take more than five steps?",YES
"footsteps woodland.wav","Is the person jogging initially?",NO
"footsteps woodland.wav","is the person walking on glass?",NO
"footsteps woodland.wav","is the person walking outside?",YES
"Crinklng and opening packet of potato chips.wav","Is a boy talking about pants?",NO
"Crinklng and opening packet of potato chips.wav","Is plastic being crinkled?",YES
"Crinklng and opening packet of potato chips.wav","Is putty being scrunched?",NO
"Crinklng and opening packet of potato chips.wav","Is someone grilling food?",YES
"Noisy Max 5.wav","Did the man take his foot off the gas?",YES
"Noisy Max 5.wav","Does the machine slow down over time?",YES
"Noisy Max 5.wav","Is it raining?",NO
"Noisy Max 5.wav","Is production coming to an end?",YES
"salle.spectacle.remplie.wav","Are people talking?",YES
"salle.spectacle.remplie.wav","Is a child laughing?",NO
"salle.spectacle.remplie.wav","Is it a small group?",NO
"salle.spectacle.remplie.wav","Is the space crowded?",YES
"Shipwreck underwater 01.wav","Does the drumming repeat?",YES
"Shipwreck underwater 01.wav","Is a bass guitar being played?",NO
"Shipwreck underwater 01.wav","Is there a woman yelling?",NO
"Shipwreck underwater 01.wav","Is there someone singing ?",NO
"Glass Bottles rattle and chink.wav","Are objects made of glass being knocked together?",YES
"Glass Bottles rattle and chink.wav","Are these items breakable?",YES
"Glass Bottles rattle and chink.wav","Does any of the glass shatter?",NO
"Glass Bottles rattle and chink.wav","Does anything fall over?",YES
"20060802.waders.truck.wav","does the sound stay the same?",NO
"20060802.waders.truck.wav","does the vehicle seem to be taking off?",YES
"20060802.waders.truck.wav","Is it outside?",YES
"20060802.waders.truck.wav","Is there a train?",YES
"fdv_machine_a_ecrire.wav","Is the machine used inside?",YES
"fdv_machine_a_ecrire.wav","is the person typing very slowly?",NO
"fdv_machine_a_ecrire.wav","is the person typing?",YES
"fdv_machine_a_ecrire.wav","Is the person writing with a pen?",NO
"Budolfi Cathedral, Aalborg, DK, 1900hrs.wav","Are the people near the street?",YES
"Budolfi Cathedral, Aalborg, DK, 1900hrs.wav","Do the bells stop playing for more than 5 seconds?",NO
"Budolfi Cathedral, Aalborg, DK, 1900hrs.wav","Is a guitar playing?",NO
"Budolfi Cathedral, Aalborg, DK, 1900hrs.wav","Is the bells louder than the people that are talking?",NO
"070821_flsp_trail05.wav","Can a plane be heard?",YES
"070821_flsp_trail05.wav","Does the noise being made change pitch at all?",YES
"070821_flsp_trail05.wav","Is this happening inside a hotel?",NO
"070821_flsp_trail05.wav","Is this sound inside a bathroom?",YES
"steps through the forest - birds sing.wav","Is it raining?",YES
"steps through the forest - birds sing.wav","Is someone breathing?",YES
"steps through the forest - birds sing.wav","Is there a person walking?",YES
"steps through the forest - birds sing.wav","Is there a train?",YES
"WASHING,machine.wav","Does it sound mechanical?",YES
"WASHING,machine.wav","is something being moved around?",YES
"WASHING,machine.wav","Is the noise level constant?",NO
"WASHING,machine.wav","is there only one static noise?",YES
"Show Opener - LiftOff.wav","Are any of the people cheering?",YES
"Show Opener - LiftOff.wav","Are the people having a conversation?",NO
"Show Opener - LiftOff.wav","Do the people repeat any words?",YES
"Show Opener - LiftOff.wav","Is there any music?",YES
"Sheet metal shake and drag.wav","Does something shatter?",YES
"Sheet metal shake and drag.wav","Is someone cutting the grass?",YES
"Sheet metal shake and drag.wav","Is someone shaking something?",YES
"Sheet metal shake and drag.wav","Is there something metallic?",YES
"easter morning birdsong.wav","are there dogs barking?",YES
"easter morning birdsong.wav","Are there many birds singing and clucking?",YES
"easter morning birdsong.wav","does it sound like a bird?",YES
"easter morning birdsong.wav","Is there barking present?",NO
"Walking_up_the_hill.wav","Are there any sounds of water splashing?",NO
"Walking_up_the_hill.wav","Is a wolf howling?",NO
"Walking_up_the_hill.wav","Is someone walking in the rocks?",YES
"Walking_up_the_hill.wav","Is there a sound of fabrics rubbing together?",YES
"37_night_kasanga.wav","Are there fishing boats?",NO
"37_night_kasanga.wav","Are there insects buzzing?",YES
"37_night_kasanga.wav","Are there people talking?",NO
"37_night_kasanga.wav","Is it outside?",YES
"train boat.wav","Does the sound continue till the end?",YES
"train boat.wav","Is a motor running?",YES
"train boat.wav","Is it people making that noise?",YES
"train boat.wav","Is that a sound of and engine?",YES
"Gulls in Park next to Barce.wav","Are birds squeaking?",YES
"Gulls in Park next to Barce.wav","Are frogs making noise?",NO
"Gulls in Park next to Barce.wav","are nature sounds the only things present?",NO
"Gulls in Park next to Barce.wav","is there only one bird?",NO
"Rusty Metal Creaking.wav","Does the noise stop in the middle?",NO
"Rusty Metal Creaking.wav","Is a child laughing?",NO
"Rusty Metal Creaking.wav","Is a door creaking?",YES
"Rusty Metal Creaking.wav","Is someone swinging on a rusty swing?",YES
"VULCANIZED_SOLE_FOOTSTEPS_MANOLIOM.wav","Are there animals present?",YES
"VULCANIZED_SOLE_FOOTSTEPS_MANOLIOM.wav","Is the person outside?",YES
"VULCANIZED_SOLE_FOOTSTEPS_MANOLIOM.wav","Is the speaker a male?",YES
"VULCANIZED_SOLE_FOOTSTEPS_MANOLIOM.wav","Is there a person walking on a hard surface?",YES
"India Divali Celebration Night (Fireworks, Voices, Traffic).wav","does a woman talk?",YES
"India Divali Celebration Night (Fireworks, Voices, Traffic).wav","Is something exhilarating happening?",YES
"India Divali Celebration Night (Fireworks, Voices, Traffic).wav","is the area quiet?",NO
"India Divali Celebration Night (Fireworks, Voices, Traffic).wav","Is this a military operation?",YES
"Inside the circuit.wav","Does the pitch remain consistent?",NO
"Inside the circuit.wav","Does the sound go from high to low?",YES
"Inside the circuit.wav","Is a baby crying?",YES
"Inside the circuit.wav","Is there a motor running?",YES
"Greeting Card Foley.wav","Is that a clapping sound?",YES
"Greeting Card Foley.wav","Is that a dog?",NO
"Greeting Card Foley.wav","is the sound outdoors?",NO
"Greeting Card Foley.wav","is there any moment where the item is not flapping?",NO
"Summer waves at Charmouth beach in Dorset.wav","are surfers cheering?",YES
"Summer waves at Charmouth beach in Dorset.wav","are there waves?",YES
"Summer waves at Charmouth beach in Dorset.wav","Does the flow of the water continually decrease in intensity?",NO
"Summer waves at Charmouth beach in Dorset.wav","Is the water in motion?",YES
"moucho-I.wav","Are there animals around?",YES
"moucho-I.wav","Are there more than one species?",YES
"moucho-I.wav","Is the animal making noise very large?",YES
"moucho-I.wav","Is the noise being made by one animal?",NO
"Vocoded death threat.wav","Could this be the sound of the subway?",NO
"Vocoded death threat.wav","Does the sound get louder as time goes on?",YES
"Vocoded death threat.wav","Is someone flashing a toilet?",NO
"Vocoded death threat.wav","Is there a dog barking?",NO
"Country Porch Crickets.wav","Are wolves howling in the night?",NO
"Country Porch Crickets.wav","Can cars be heard?",YES
"Country Porch Crickets.wav","Is this a machine?",YES
"Country Porch Crickets.wav","Is this in nature?",YES
"Whistling antarctic blizzard.wav","are there various bumps of a piece of metal?",YES
"Whistling antarctic blizzard.wav","Is someone moving something?",YES
"Whistling antarctic blizzard.wav","is there no wind?",NO
"Whistling antarctic blizzard.wav","Is this a rodent?",NO
"lackey070329_11_52_am_jackhammer.wav","Are birds singing?",NO
"lackey070329_11_52_am_jackhammer.wav","are many people talking?",NO
"lackey070329_11_52_am_jackhammer.wav","is the jackhammer working?",YES
"lackey070329_11_52_am_jackhammer.wav","Is there a power tool?",YES
"Strong Wind through leaves.wav","Does a car horn beep?",NO
"Strong Wind through leaves.wav","Does the sound fluctuate?",YES
"Strong Wind through leaves.wav","Is a machine making this noise?",NO
"Strong Wind through leaves.wav","Is this sound weather-related?",YES
"Horny cats - and people at late night in a back alley.wav","Can a bird be heard?",YES
"Horny cats - and people at late night in a back alley.wav","Can a grizzly bear be heard?",YES
"Horny cats - and people at late night in a back alley.wav","Can more than one living creature be heard?",YES
"Horny cats - and people at late night in a back alley.wav","Is the sound steady and repetetive?",NO
"door-knock-open-close-wooden_close.wav","Do the person knocking seem impatient?",YES
"door-knock-open-close-wooden_close.wav","Does anyone answer the door?",NO
"door-knock-open-close-wooden_close.wav","Does the knocking gradually becomes more intense?",YES
"door-knock-open-close-wooden_close.wav","Is anyone knocking on the glass?",NO
"Pet Store Ambience.wav","Are there people arguing?",YES
"Pet Store Ambience.wav","Is the machine noise constant?",YES
"Pet Store Ambience.wav","Is there a creaking sound?",YES
"Pet Store Ambience.wav","Is there something being banged?",YES
"Count down and drive away car rally gravel.wav","Are animals heard?",NO
"Count down and drive away car rally gravel.wav","Is a person counting?",YES
"Count down and drive away car rally gravel.wav","Is a woman speaking?",NO
"Count down and drive away car rally gravel.wav","is the vehicle speeding up?",YES
"cooking_onions_in_oil_ambience.wav","Does someone speak?",NO
"cooking_onions_in_oil_ambience.wav","is the water in a lake?",NO
"cooking_onions_in_oil_ambience.wav","Is there crackling?",YES
"cooking_onions_in_oil_ambience.wav","is there water?",YES
"driving on Mcgalliard.wav","Are people talking?",NO
"driving on Mcgalliard.wav","Is the noise steady?",YES
"driving on Mcgalliard.wav","Is the wind blowing hard?",YES
"driving on Mcgalliard.wav","Is there a thunderstorm?",NO
"water plops.wav","does the water drip the whole time?",YES
"water plops.wav","Is someone yelling?",NO
"water plops.wav","is the water dripping hard?",YES
"water plops.wav","Is water dripping?",YES
"metal door creaking loud2 (borQue).wav","Is a door being opened?",YES
"metal door creaking loud2 (borQue).wav","Is a person speaking?",NO
"metal door creaking loud2 (borQue).wav","Is something creaking?",YES
"metal door creaking loud2 (borQue).wav","Is this happening outside in a park?",YES
"Shaking Gate.wav","Are two cats getting into a fight?",NO
"Shaking Gate.wav","Does the sound ever speed up and slow down?",YES
"Shaking Gate.wav","Does this sound come from something soft?",NO
"Shaking Gate.wav","Is something hitting against a metal object?",YES
"RhythmicSC.wav","Are objects violently thrown to the ground?",NO
"RhythmicSC.wav","Did the horse escape?",NO
"RhythmicSC.wav","Is the object initially placed in a delicate way?",NO
"RhythmicSC.wav","Is there a latch?",YES
"birds-Udaipur-Saheliyon-Ki-Bari.wav","Are the birds quiet?",NO
"birds-Udaipur-Saheliyon-Ki-Bari.wav","Are the people outside?",YES
"birds-Udaipur-Saheliyon-Ki-Bari.wav","Is a lawn mower engine rumbling?",YES
"birds-Udaipur-Saheliyon-Ki-Bari.wav","Is there a lot of talking?",NO
"Tortured Apple 01.wav","Are there animal noises?",YES
"Tortured Apple 01.wav","is someone yelling?",YES
"Tortured Apple 01.wav","is something being shaken around?",YES
"Tortured Apple 01.wav","Is something poured?",YES
"Ubud Crickets.wav","Is it loud?",YES
"Ubud Crickets.wav","Is the insect close?",NO
"Ubud Crickets.wav","Is there an insect?",YES
"Ubud Crickets.wav","Is this outside?",YES
"walking down hall MIT mike closer to feet.wav","Is a dog panting?",NO
"walking down hall MIT mike closer to feet.wav","Is the person wearing shoes?",NO
"walking down hall MIT mike closer to feet.wav","Is the sound soft?",YES
"walking down hall MIT mike closer to feet.wav","Is this a person speaking?",NO
"latenighttraffic.wav","Are people playing badminton?",NO
"latenighttraffic.wav","Can people be heard talking on the road?",NO
"latenighttraffic.wav","Is it not raining?",YES
"latenighttraffic.wav","Is the engine getting louder?",YES
"Printing Press 4.wav","Are babies crying?",NO
"Printing Press 4.wav","Is the sprinkler broken?",NO
"Printing Press 4.wav","Is this a man-made object?",YES
"Printing Press 4.wav","Would this be commonplace at a golf course?",NO
"EQUIP_expressoMaker_01.wav","Can human voices be heard?",NO
"EQUIP_expressoMaker_01.wav","Does the motor bike always stay in idle?",YES
"EQUIP_expressoMaker_01.wav","Does the motor bike ever drive off?",NO
"EQUIP_expressoMaker_01.wav","Is the sound made by a machine?",YES
"trumpet.wav","Are people talking?",YES
"trumpet.wav","Is the instrument made of brass?",YES
"trumpet.wav","Is the talking loud?",YES
"trumpet.wav","Is there a bird?",NO
"Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav","Can people be heard making noise?",NO
"Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav","Is a drill being used?",YES
"Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav","Is a patient crying out for lidocaine?",NO
"Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav","Is the sound caused by a machine spinning?",NO
"Family Reunion Side B Original.wav","Does the music play throughout the entire clip?",NO
"Family Reunion Side B Original.wav","Is the audio distorted?",YES
"Family Reunion Side B Original.wav","Is there a person walking?",NO
"Family Reunion Side B Original.wav","Is there an announcer that can be heard?",YES
"Shopping Mall, ambience.wav","Are birds singing?",NO
"Shopping Mall, ambience.wav","Are people talking in the background?",YES
"Shopping Mall, ambience.wav","are there sounds of nature?",NO
"Shopping Mall, ambience.wav","is there more than one human around?",YES
"Rain and Thunder.wav","Is it a good day to play outside?",YES
"Rain and Thunder.wav","is there a lot of wind?",YES
"Rain and Thunder.wav","Is there likely to be lightning?",YES
