file_name,QuestionText,answer
"DR-100_0016_CPH train station_01.wav","What is crying in the background?",BABY
"Rain drops.wav","What are the children doing?",TYPING
"bm_drip.wav","What is the element here called when It's frozen?",ICE
"tadpolesound.wav","What is falling?",WATER
"tadpolesound.wav","what is the water doing?",RUNNING
"Elevator sounds.wav","How many beeps occur?",TWO
"CoinSpin.wav","What is making noise?",COINS
"Rain after Thunder from Shed 2013-07-25 2.wav","what is falling from the sky?",RAIN
"birds_in_moms_garden.wav","what animal makes a noise other than the birds?",COW
"birds_in_moms_garden.wav","What is chirping?",BIRDS
"Cable rustling 1-01.R.wav","How many people are heard?",TWO
"immersion in a bath and getting out of the bath.wav","How many times is the water splashed?",TWO
"20061214.wrench.02.wav","What is the part that is making the high pitched dinging most likely made out of?",METAL
"ClockTicking.wav","How many times does the sound repeat?",THIRTY
"ClockTicking.wav","What is the consistency of the object that produces the sound?",METAL
"helicopter.L.wav","what is the helicopter doing?",FLYING
"helicopter.L.wav","Who is operating this vehicle?",PILOT
"Summer Ambiance .wav","What animal is making noise?",BIRD
"Summer Ambiance .wav","what is the bird doing?",SINGING
"Door creaking.wav","How many objects are making this creaking noise?",ONE
"Door creaking.wav","What object is making this creaking sound?",DOOR
"Hand Basin Water.wav","Where does the water come from?",TAP
"Rain after Thunder from Shed 2013-07-25 1.wav","what is the rain hitting?",GROUND
"Rain after Thunder from Shed 2013-07-25 1.wav","What type of weather can be heard?",RAIN
"Shower Driping Fast to Slow.wav","What happens to the sound at the end?",STOPS
"Shower Driping Fast to Slow.wav","What is the overall speed of the sound?",FAST
"Ambience - Merri path, trees and birds, gentle wind.wav","What are the birds doing?",CHIRPING
"Ambience - Merri path, trees and birds, gentle wind.wav","What type of animal can be heard?",BIRDS
"bird-twitter-car.wav","How many times does a vehicle pass by ?",ONCE
"bird-twitter-car.wav","What kind of animal is chirping in the background?",BIRD
"00214 supermarket entrance 1.wav","What animal can be heard?",DOG
"CRAZY.BIRDS.VERY.ACTIVE.WYOMMING.wav","What is making all the noise?",BIRDS
"CRAZY.BIRDS.VERY.ACTIVE.WYOMMING.wav","What kind of animals are making noise?",BIRDS
"Sink_Running_Water.wav","What object is making this noise?",FAN
"Sink_Running_Water.wav","Where does this take place?",BATHROOM
"Triumph start and idle.wav","What is the motor doing?",START
"Exterior Prius In Stop Away series w door open and beeps at head.wav","What was being closed?",DOOR
"circulation.wav","What is the noise?",SIREN
"ruffle.wav","How many people are producing sound?",ONE
"ruffle.wav","What is the man flipping through?",PAPER
"Noisy Hotel Bathroom Fan (starts + stops).wav","What device is turning in this sound clip?",FAN
"Noisy Hotel Bathroom Fan (starts + stops).wav","What is the object being turned on and off?",FAN
"Quiet Mood.wav","What sound is heard at the end?",PIANO
"lungs.wav","How many clicks are there?",ONE
"lungs.wav","How many sounds can be heard?",TWO
"tennis ball.wav","how many tap sounds are there?",FIFTEEN
"tennis ball.wav","What type of ball is being struck?",TENNIS
"Small quiet street ambience.wav","Which animal is making a sound?",BIRD
"crossing the river.wav","How many people are apparently walking?",ONE
"crossing the river.wav","How many steps does the person take?",FORTY
"OrchestraTuning1.wav","What do people do at the end of the recording?",CLAP
"OrchestraTuning1.wav","What is the name of the group that is doing the clapping?",AUDIENCE
"Oven Door.wav","What is slammed?",GATE
"outdoors ambient windy wind leaves rustle near airport plane hum.wav","How does the ground likely feel?",WET
"outdoors ambient windy wind leaves rustle near airport plane hum.wav","How is the weather here?",RAINY
"05 hn_PittsPennLincoln.wav","How many vehicles can be heard?",TWO
"05 hn_PittsPennLincoln.wav","What type of vehicle is making the revving noise?",CAR
"walking trough wetlands.wav","What is the person doing?",WALKING
"01058 main street walk.wav","What is the person walking doing throughout the audio?",TALKING
"Stream Honiton.wav","What is singing?",BIRDS
"Walking along Highway.wav","How many steps did the person walking take?",FORTY
"Walking along Highway.wav","How many vehicles drive down the road?",THREE
"PAPER_PULLED_FROM_PURSE.wav","The person making requests is probably the what?",PERSON
"PAPER_PULLED_FROM_PURSE.wav","what gender of person is closest to the microphone and talking?",FEMALE
"Car Driving.wav","What surface is the vehicle traveling on?",PAVEMENT
"sink3.wav","How many coffee mugs is this person washing ?",ONE
"sink3.wav","what turns off at the end?",FAUCET
"FootstepsUpstairs.wav","How many times did the footsteps come to a complete stop for more than a couple of seconds?",ONE
"FootstepsUpstairs.wav","What made the creaking noise?",FLOORBOARD
"Swifts.wav","What type of animal is making noise at the beginning ?",BIRD
"shopping-cart-rattle.wav","How does the animal respond?",BARKING
"shopping-cart-rattle.wav","How many times does the dog bark?",TWO
"130915 - Interior-Hard Rain with 2 Skylights.wav","What is falling onto the surface to make that noise?",RAIN
"130915 - Interior-Hard Rain with 2 Skylights.wav","What sort of weather can be heard?",RAIN
"train_leaving_oloron_sainte_marie.wav","How many times does the hammer bang?",EIGHT
"train_leaving_oloron_sainte_marie.wav","What hand tool is the person banging with?",HAMMER
"Tsaritsyno-Park. Spring.wav","What animal is making noise?",BIRD
"Tsaritsyno-Park. Spring.wav","What are the birds doing?",CHIRPING
"Morgens 04.wav","What animal is making the loudest noise?",ROOSTER
"Morgens 04.wav","What animals are heard chirpping?",BIRDS
"Kitchen meal.wav","How many times is a microwave key punched?",FIVE
"Kitchen meal.wav","What is making the beeping noise?",MICROWAVE
"20060129.marshes.03.wav","How do these kinds of creatures usually travel?",FLYING
"20060129.marshes.03.wav","What animal is making the sound?",BIRDS
"Hydrophone_Newport Footbridge Fountains 06.wav","What is making this streaming sound?",WATER
"Wood_Creak_02.wav","What is creaking?",DOOR
"8 minutes in one.wav","What can be heard underlying the sound towards the end?",TALKING
"tram_enoshima.wav","How many times does the crossing signal make a ding sound?",TWENTYEIGHT
"tram_enoshima.wav","What accelerates way?",CAR
"20080614.bells.wav","What instrument can be heard?",BELLS
"20080614.bells.wav","What type of building was the recording made at?",CHURCH
"Grand Union Canal Kensal Green.wav","How many times does the softest chirping sound repeat?",THREE
"Grand Union Canal Kensal Green.wav","What is chirping?",BIRD
"005 - Opening a can of soup.wav","What material is the object that is rubbed?",METAL
"005 - Opening a can of soup.wav","What type of sound does the metal make?",SCRAPING
"windy_driving.wav","What rushes by near the end of the clip?",CAR
"windy_driving.wav","When this type of event becomes excessively powerful, it's referred to as a what?",TORNADO
"Pushing a metal fence.wav","How many times is the object hit?",SEVENTEEN
"Pushing a metal fence.wav","What material is the object being hit?",METAL
"Carrer de Pons i Gallarza.wav","What are the people doing?",TALKING
"amolador_pan_pipe.wav","What is the dog doing?",BARKING
"amolador_pan_pipe.wav","What type of instrument is being played ?",FLUTE
"Insects 3 with dog.wav","How many insects are making noise?",FOUR
"Insects 3 with dog.wav","What insect is buzzing?",FLY
"Spring.wav","What fluid can be heard gurgling away?",WATER
"Spring.wav","What is falling onto the stream?",WATER
"wind-phonelines.wav","What is causing the howling sound?",WIND
"Fountain 1.wav","What liquid is making that rushing noise?",WATER
"Plastic Drawer Open and Close.wav","How many times is the paper stapled?",EIGHT
"Plastic Drawer Open and Close.wav","What noise is being made?",SCRAPING
"knocking_hammering.wav","What is doing the knocking?",DOOR
"Underwater Noise restless 01 140704_0285.wav","How many human voices can be heard?",ZERO
"Underwater Noise restless 01 140704_0285.wav","What is the person doing in the bathtub?",BATHING
"cats how.wav","What animal is making noise?",CAT
"cats how.wav","When does the door open?",END
"Water Splash 01.wav","How many splashes are there?",EIGHT
"Water Splash 01.wav","What is the water doing?",SPLASHING
"hugeSlidingDoorSlamSM57.wav","What is being opened and closed?",DOOR
"hugeSlidingDoorSlamSM57.wav","What kind of object is moving across the floor?",METAL
"tramway_gnashing.wav","What is the object making the noise?",SUBWAY
"Plusieurs_Chaises_Glissent.wav","What are the objects being moved upon?",CHAIR
"Plusieurs_Chaises_Glissent.wav","What is causing the squeaking noise?",CHAIR
"20092007.strike.wav","What is the loud clap or crack sound in the clip?",THUNDER
"swings.wav","How many times does the object go back and forth?",NINETEEN
"swings.wav","What is this children's play structure called?",SEESAW
"driveaway.wav","What are the wheels touching?",GRAVEL
"driveaway.wav","When is the engine closest?",BEGINNING
"Rushing_Water_No_Traffic.wav","If this substance was falling off a cliff, what would that feature be called?",RAINFALL
"Rushing_Water_No_Traffic.wav","What is the source of the water?",RAIN
"walking in snow 2.wav","What time of year is it likely to be?",WINTER
"walking in snow 2.wav","What's the person doing?",WALKING
"Finch.wav","How many times does the first bird start chirping?",TWO
"Finch.wav","what are the birds doing?",CHIRPING
"marche1.wav","how many people are talking?",TWO
"marche1.wav","What animals are making noises in the background?",BIRDS
"20100423.river.02.wav","What liquid is making the sound?",WATER
"Oystercatchers and Chic.wav","What is causing the crashing sound in the background?",WAVES
"Oystercatchers and Chic.wav","What sound does the animal make?",CHIRP
"Squeaking Glass.wav","What noise is being made in this recording?",SQUEAKING
"massive murmur in cathedral.wav","What building is this likely happening in?",CHURCH
"massive murmur in cathedral.wav","What is the group of people doing?",SPEAKING
"Durango-Silverton RR Dec 01 I 24 bit.wav","How many separate times does the whistle blow?",THREE
"Durango-Silverton RR Dec 01 I 24 bit.wav","What type of train is in the clip?",STEAM
"Wall Clock Ticking.wav","How many times does the clock tick?",SIXTEEN
"Wall Clock Ticking.wav","What object is this?",CLOCK
"Forbidden Purr01.wav","What animal makes the low vibration sound?",CAT
"Forbidden Purr01.wav","What sound does the person make?",BREATHING
"marker-pen-paper.wav","What is the person drawing on?",BOARD
"Cornflour Snow.wav","How many times is the squishing sound made?",TWENTYONE
"Cornflour Snow.wav","What is making the squishing sound?",SNOW
"Running Water in Sink.wav","What is coming out of the faucet?",WATER
"Metal_Workshop_3.wav","What material is the item that is dropped?",METAL
"Rainy Day Sidewalking.wav","This type of noise is characterized by what name?",MUSIC
"before-after remix of 147507__timmy-h123__sword-draw-02-.wav","How many beeps are there?",TWO
"before-after remix of 147507__timmy-h123__sword-draw-02-.wav","What is the person doing too the knife?",SHARPENING
"Microwave.wav","When is the motor running at the loudest?",STEADY
"Thainst12_AuctionPoultry.wav","What is the first animal to make a sound?",COCK
"Thainst12_AuctionPoultry.wav","What type of chicken is heard at the start?",COCK
"swimming pool, night, street in background.wav","How is the weather?",RAINY
"swimming pool, night, street in background.wav","What is falling?",WATER
"Schnelllauferpresse 03.wav","What is passing nearby?",TRAIN
"CamelTalk.wav","How many animals are making noise ?",ONE
"CamelTalk.wav","what is the animal doing?",BARKING
"construction_rubber_mallet_01.wav","How many bangs are there?",TWENTYEIGHT
"construction_rubber_mallet_01.wav","What kind of tool is banging down?",HAMMER
"bathroomSink2.wav","What is the liquid coming out of?",FAUCET
"PS3F_FOZ_centro_AvJK_Transito_Noite.wav","what is there more than one of?",CARS
"Toilet Flushaf.wav","What is being flushed?",TOILET
"Toilet Flushaf.wav","What is the item that flushing normally used for?",TOILET
"BobKessler-Metal Bangs.wav","How many times does the door get hit?",SIX
"BobKessler-Metal Bangs.wav","What is someone doing to the door?",BANGING
"Heat.pump.aquaculture.hatchery.wav","How many times does the motor start up?",ONE
"footsteps_snow_mono_44_16.wav","How many footsteps are there?",TWENTY
"footsteps_snow_mono_44_16.wav","What part of the human body makes this noise?",FEET
"SD trolley.wav","What sort of crossing can be heard?",RAILROAD
"Opening and closing DVD case.wav","What is likely the material of the object being played with?",PLASTIC
"Opening and closing DVD case.wav","What kind of material is the object made from?",PLASTIC
"Aldgate Christians.wav","What song is being sung?",CHURCH
"Truck Brakes.wav","How many times does the vehicle rev up?",FIVE
"water_splashes_in_a_tube.wav","What is the sound being made called?",WATER
"_01storm - orage.wav","What is being dropped into the glass jars?",PEBBLES
"birds_oldmen_cafe.wav","How many voices can be heard?",TWO
"birds_oldmen_cafe.wav","What animal is making the high pitched noise?",BIRD
"Highway Ambience.wav","How many different types of vehicles drive by?",THREE
"02668 stripwood noises.wav","Where is the object located?",TABLE
"Metallic Lingo.wav","How many times is the metal object dropped?",FIVE
"Metallic Lingo.wav","What object is making sound?",GLASS
"Large crowd applause.wav","What are the people doing with their hands?",CLAPPING
"icy_road.wav","How many times is the horn honked?",FOUR
"icy_road.wav","What sound is at the end?",HORN
"Ahr river.wav","What element can  be heard continuously?",WATER
"Ahr river.wav","what sound is coming from the stream?",BABBLING
"Machine Hum Clean.wav","What is booming in the background of the buzzing?",THUNDER
"noisy street.wav","How many different sounds can be heard?",FIVE
"College Hallway ambience.wav","Approximately how many people are there?",TEN
"College Hallway ambience.wav","What is the person doing?",TALKING
"MetalHitRattling.wav","How many times is the whacking sound of the tool heard?",EIGHT
"MetalHitRattling.wav","What gardening hand tool is heard at the end of the clip?",CUTTER
"Village road.wav","How many different dogs are there?",TWO
"Village road.wav","How many vehicles pass?",TWO
"winterbeach.wav","What breaks when it reaches the shore?",ICE
"winterbeach.wav","What is the water coming from?",OCEAN
"bell_church.wav","how many times does the bell ring?",THIRTY
"bell_church.wav","What instrument is making the loudest noise?",BELL
"engine start BMW 320 VG91.wav","What happens to the car at the end?",STOPS
"engine start BMW 320 VG91.wav","What type of vehicle is started in this sound clip?",TRUCK
"breaking_small_window.wav","How do they break the items?",DROPPING
"breaking_small_window.wav","how many break sounds occur?",TEN
"ambient wind.wav","How many airplanes can be heard taking off ?",ONE
"ambient wind.wav","how many people are singing?",ZERO
"plastic bag rustle.wav","What is making noise?",PLASTIC
"plastic bag rustle.wav","What is this object likely made out of?",PLASTIC
"Night Sounds, Summer Country.wav","What animal is heard?",DOG
"Backyard nature.wav","What are the birds doing?",CHIRPING
"Group running in sync on concrete.wav","What is the person doing?",JOGGING
"Group running in sync on concrete.wav","What organ is making a thumping sound?",ORGAN
"Galactic signal 3.wav","How many times does the air or wind sound cease?",ZERO
"20150330_09.passing.car.day.wav","What animal is there?",BIRD
"20150330_09.passing.car.day.wav","What is making noise besides the birds?",PLANE
"microwave.oven.wav","What sound is made to tell the person that the machine has completed its task?",PRINTING
"01 barreau bunker original.wav","How many ringing sounds are there?",FIVE
"01 barreau bunker original.wav","What material is the object that is getting hit?",METAL
"Peckham Rye afternoon.wav","What is being honked?",HORN
"Peckham Rye afternoon.wav","What kind of vehicle can be heard?",BUS
"Thunder Sirens Wind and Rain.wav","What authorities are nearby?",POLICE
"Thunder Sirens Wind and Rain.wav","What is the object creating the sound?",SIREN
"160170_Wind Blowing door_OWI.wav","What instrument played with a foot does the sound resemble?",DRUM
"20061208.waves.02.wav","What is someone doing?",SWIMMING
"20061208.waves.02.wav","What is the weather like?",RAINY
"Marker on Board.wav","How many times does the writing start up?",THREE
"Marker on Board.wav","What is the person writing with?",MARKER
"Gate open and close.wav","How many different people were talking?",TWO
"Gate open and close.wav","What gender do voices belong to?",FEMALE
"B13h35m19s11jan2008.wav","how many times does the can get hit?",SEVEN
"B13h35m19s11jan2008.wav","What is happening with water to cause the sounds?",DRIPPING
"tg_on windshield from inside car.wav","what is the rain doing?",FALLING
"tg_on windshield from inside car.wav","What liquids is hitting the ground ?",RAIN
"Old Oak Common sidings.wav","What are the birds doing?",SINGING
"airport_ambiance_01.wav","How many people are laughing ?",ONE
"airport_ambiance_01.wav","Where are these people congregating?",STATION
"Kitchen sink jam.wav","What is flowing?",WATER
"Bird Song.wav","How many different engines can be heard for sure?",TWO
"Bird Song.wav","What sort of animal is making noise the whole time?",BIRD
"Cathedral Sqaure buskers.wav","What instrument provides the backing bass?",PIANO
"Cathedral Sqaure buskers.wav","What is the main instrument?",VIOLIN
"Pylone-dans-le-vent-Grenoble.wav","How many times does the engine hiss?",TWICE
"Pylone-dans-le-vent-Grenoble.wav","What is making the hissing noise?",WIND
"construction equipment tracked.wav","What is the beeping coming from?",TRUCK
"NIghttime Birdsong.wav","What kind of animal is in the area?",BIRD
"Packaging Paper Pen Scribble.wav","What is being done?",WRITING
"Before-after remix of 117041__joedeshon__keys_in_ignition_warning.wav","how many sets of beeps are there?",TWO
"Before-after remix of 117041__joedeshon__keys_in_ignition_warning.wav","What is the alarm clock doing?",BEEPING
"footsteps (snow, sand)_01.wav","What sound do this person's shoes make against the ground?",WALKING
"Gym&#39;sHall.wav","What are the people doing?",TALKING
"Gym&#39;sHall.wav","what can be heard after the door opens?",TALKING
"zipper.wav","How is the material fastened together?",LOCK
"zipper.wav","what happens to the zipper at the end?",STOPS
"Geese - Chatter 1 - 96kHz.wav","what is quacking?",DUCK
"Geese - Chatter 1 - 96kHz.wav","Where are these birds?",WATER
"01 A pug struggles to breathe 1.14.2008.wav","How many times does the animal make a noise?",SIX
"01 A pug struggles to breathe 1.14.2008.wav","What kind of animal is pouting?",DOG
"20110121_stream.MS.wav","What is the water doing?",FLOWING
"20101228.street.wav","What is the person who is dragging their feet doing?",TALKING
"20101228.street.wav","Who is working?",PEOPLE
"water boiler.wav","What type of vehicle engine is this ?",CAR
"LittleChild_WoodenFloorFootsteps_01.wav","What floor surface are they walking on?",WOOD
"vieux fou #1.wav","How many times does the dog bark?",THIRTY
"vieux fou #1.wav","What kind of animal is there?",DOG
"outdoors ambient distant village.wav","What animal can be heard making noise?",DOG
"outdoors ambient distant village.wav","What kind of vehicle honked its horn?",CAR
"bubbles 2 tall glass.wav","What is bubbling?",WATER
"bubbles 2 tall glass.wav","What is gurgling?",WATER
"forest_ambiance_chepachet_spring_night_2.wav","What time of day is it?",NIGHT
"BsAS_Tren01.wav","What is the train driving on?",TRACKS
"BsAS_Tren01.wav","What kind of vehicle is passing?",TRAIN
"wastecollection.wav","How many times does the machine sound slow down and speed up again?",ONE
"Microwave Door Open Close .wav","How many times does it squeek?",FOUR
"Distant train with birds.wav","What animal is chirping?",BIRD
"Distant train with birds.wav","What type of transport is heard in the background?",TRAIN
"Diving Bell 1.wav","How many rings did the bell sound?",ONE
"Thunder.wav","How many times can the thunder be heard?",TWO
"Thunder.wav","what accompanies the thunder?",RAIN
"Foley Radio Gibberish.wav","What device are these sounds coming from?",RADIO
"Foley Radio Gibberish.wav","What type of transmission is heard?",RADIO
"Thunderclap.wav","What is gently booming in the background?",THUNDER
"Paper Unfurl.wav","How many pages have been flipped through?",TWENTY
"Paper Unfurl.wav","What documents does the paper belong to?",NOTEBOOK
"20090102.street.noise.wav","what sound is coming from the vehicle?",SIREN
"20090102.street.noise.wav","What type of vehicle is it?",AMBULANCE
"wind-noise.wav","What is continuously flowing?",WATER
"wind-noise.wav","what is the water doing?",FLOWING
"Motorbike.wav","What do the breaks do?",SQUEAK
"wind on lanyards .wav","What is moving the objects?",WIND
"wind on lanyards .wav","What material is the object made from?",TIN
"MAN BREATHING.wav","What is the person doing?",BREATHING
"MAN BREATHING.wav","What part of the body is the person breathing through?",MOUTH
"Birds Chirping outside Krucifix Productions Sound Effects.wav","What animal is heard?",BIRD
"TOILET FLUSH 2.wav","How many times does the man announce he's going to flush the toilet?",ONE
"Poppenweiler_Baechle mit Amsel 02_20100704.wav","What animal is making noise?",BIRDS
"Poppenweiler_Baechle mit Amsel 02_20100704.wav","What is babbling?",WATER
"Metal Bend.wav","How many times does the scraping sound happen?",NINE
"crickets Isolated songs 130322_00.wav","What type of bird is chirping?",SMALL
"Stream Below Dam With Slate Bottom.wav","If a person is adjusting a radio and hears this, they are in between what things?",RADIO
"Stream Below Dam With Slate Bottom.wav","What is heard?",STATIC
"Eyelit cabinet.wav","What are they pushing?",METAL
"Eyelit cabinet.wav","What material is the object being slid made from?",METAL
"20090619.air.conditioner.wav","How many engines are running?",ONE
"20090619.air.conditioner.wav","How many times is this sound interrupted?",ZERO
"Ambience - General Farm - 96kHz.wav","How many farm animals are present?",TWO
"Ambience - General Farm - 96kHz.wav","What sound is made before the sheeps start to baa?",BEEPING
"Steaming milk on a consumer-grade latte maker.wav","What is being used to make the bubbling noises?",STRAW
"Steaming milk on a consumer-grade latte maker.wav","What is the person using to release the steam?",COFFEEMAKER
"Rain Gutter Dripping.wav","What is the state of matter of the sound that is audible?",LIQUID
"Rain Gutter Dripping.wav","When is the percolating sound loudest?",END
"raininwoods.wav","What is making the crackling noises?",WATER
"Neighbours saturday moning street activity, GREENFIELD PLACE (Snippet).wav","What is being done to the motor?",STARTING
"Neighbours saturday moning street activity, GREENFIELD PLACE (Snippet).wav","Which means of transport does the last sound belong to?",CAR
"Synthetic Rain Noise.wav","What sort of noise is it?",STATIC
"Synthetic Rain Noise.wav","What's the name of the audible effect?",STATIC
"2006_04_16_water_and_frogs_colliure.wav","What is falling?",WATER
"Rain hitting leafs.wav","What is making the consistent sound?",RAIN
"FP_Drainage_System_Water_Drip.wav","What is popping?",OIL
"FP_Drainage_System_Water_Drip.wav","What kind of fluid is continuously pouring down?",WATER
"Streaming.wav","What direction is the water moving?",DOWN
"Streaming.wav","What fluid is making the noise?",WATER
"Diesel Engines Approaching Cajon Pass.wav","How many times does the locomotive sound it's horn ?",TWO
"Diesel Engines Approaching Cajon Pass.wav","What does this vehicle travel along?",TRACKS
"Bird Effects ME.A2.wav","What is flowing?",STREAM
"Bird Effects ME.A2.wav","What kind of animals are around?",BIRDS
"Beach Waves, Praia Grande.wav","What is making the rushing noise?",RAIN
"Box opened.wav","How many people are talking?",ZERO
"Box opened.wav","What is this person doing?",TYPING
"City-Park Nightingale SHORT 140420_0160.wav","What animal can be heard singing?",BIRDS
"City-Park Nightingale SHORT 140420_0160.wav","What is making the background noise?",CARS
"Fountain Trompenburg 090928.wav","What human sounds can be heard in the background?",WATER
"Fountain Trompenburg 090928.wav","What is bubbling?",WATER
"Blowing on Microphone.wav","How many people are making the sound?",ONE
"rain.gutter.wav","How severe is the rain?",LIGHT
"rain.gutter.wav","What is the sound?",WATER
"Calm down-town morning 02 150722_0706.wav","What animal is chirping?",BIRD
"Calm down-town morning 02 150722_0706.wav","What is the person doing?",COUGHING
"froggies.wav","What kind of animals are these?",FROG
"froggies.wav","What sound are these animals making?",FROG
"RowanMagennis_160019_SD100_RingingBell.wav","What is making the clinging sound?",BELL
"Elevator goes up.wav","What beverage is this machine dispensing ?",COFFEE
"Tractor And Topper.wav","what do trucks like this typically haul?",GARBAGE
"Foley Footsteps - with processing.wav","How many steps does the person take?",SEVEN
"TreinBar.wav","What are the people doing?",TALKING
"TreinBar.wav","Where are all these people speaking?",RESTAURANT
"Auto, ajo vedessa, maastossa _ A car, jeep, atv, slow drive on a difficult, wet terrain, brief stop.wav","What part of the machine is making most of the noise?",ENGINE
"Random Tones (decreasing durations).wav","At the end the sound seems like what sound, which is also something heard when an old analog TV isn't tuned in?",STATIC
"Random Tones (decreasing durations).wav","What sort of technological device might make these kind of sounds in a clichmod movie scene?",COMPUTER
"Bathtub_water-gentle-swish.wav","How many separate splashes are there?",SEVEN
"Bathtub_water-gentle-swish.wav","What is moving around?",WATER
"Mensen op de achtergrond.001.wav","what are the people doing?",TALKING
"Mensen op de achtergrond.001.wav","What can be heard only at the start of the clip?",TALKING
"Sunny Afternoon Suburb Ambiance .wav","What is applied to create the hissing noise?",BRAKES
"md9trk4.wav","Where is this vehicle located?",RAILWAYSTATION
"20101121.sanlucar.market.wav","Where is the crowd of people standing?",MARKET
"Water drip and fan ambience.wav","What is dripping?",WATER
"Water drip and fan ambience.wav","What is falling?",WATER
"clinking_tiles_01.wav","What is being crushed?",GLASS
"Noise Monster 7.wav","How many animals are growling?",TWO
"GuardDog1.wav","How many times does the dog bark?",TWENTY
"GuardDog1.wav","What animal is that?",DOG
"Grand Prix 2.wav","What kind of race is this?",CAR
"Trevi noon.wav","how many barks are there?",TWELVE
"medium clap.wav","What is happening?",CHEERING
"EXT STREAM DAY (WITH GEESE) 96K.wav","What action involving the mouth is the person doing?",TALKING
"EXT STREAM DAY (WITH GEESE) 96K.wav","What gender is person speaking?",MALE
"Metal pole, dropping, set down, metal ring.wav","What is moving?",BELL
"snowSteps.wav","How many people are making sound?",ONE
"snowSteps.wav","what is doing the rubbing?",BOOTS
"Driving, traffic, construction.wav","What fluid powers the vehicles in the background?",GAS
"Driving, traffic, construction.wav","what is making the rubbing sound?",PAPER
"VCR,rewind,opendoor.wav","What does the object keep increasing?",SPEED
"VCR,rewind,opendoor.wav","What happens at the end of the sound?",STOPS
"AbdnC_KingStPelican_120225.wav","What is whistling?",TRAIN
"AbdnC_KingStPelican_120225.wav","What vehicle is making the sound?",BUS
"Atmosphere - City Fountain (Loop).wav","How is the weather here?",RAINY
"Atmosphere - City Fountain (Loop).wav","What noise is the baby in the background making ?",CRYING
"airplane01.wav","How big is the object making the noise?",BIG
"airplane01.wav","Where is this mode of transportation found during the majority of its travels?",AIRPORT
"windy porch morning B.wav","what are the birds doing?",CHIRPING
"Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 6mx15mx6m Part 2.wav","What is the person doing?",WALKING
"Early morning in back garden (birds, faint traffic) - DR-100 (omni) - amplified in audacity.wav","what animals are making noise?",BIRDS
"Early morning in back garden (birds, faint traffic) - DR-100 (omni) - amplified in audacity.wav","What are the birds doing?",CHIRPING
"in Park.wav","How many people can be heard clearly talking ?",TWO
"in Park.wav","What are the people doing?",TALKING
"my kitchen sink talks to me.wav","What is falling?",WATER
"R05_0526.wav","How many beeps are heard?",TWO
"R05_0526.wav","What is the name of the machine heard at the end?",MICROWAVE
"CreakingNoise.wav","What object is doing this?",WOOD
"STE-041.wav","What does it sound like?",WIND
"STE-041.wav","What is blowing?",WIND
"the sound of a forest after rain _ drops falling on ferns rear.wav","what are the birds doing?",CHIRPING
"the sound of a forest after rain _ drops falling on ferns rear.wav","What kind of animal is there?",BIRDS
"tram_bell_ride_door.wav","What type of transportation is this?",TRAIN
"microwave_sounds.wav","How many times does the machine beep?",FIVE
"microwave_sounds.wav","What is the machine being used called?",MICROWAVE
"20100307.subway.train.wav","What machine is making the sound?",SUBWAY
"Collob church bells 2.wav","How many times does the bell ring?",EIGHTEEN
"Pouring water in and out of different containers.wav","Which instance of a liquid being poured is the longest?",SECOND
"delphis AMBIENT CAR edit.wav","What is being turned on?",TRUCK
"delphis AMBIENT CAR edit.wav","what is the car doing?",ACCELERATING
"walking-wooden-bridge-fall-leafs-creek.wav","What is making the thud noise?",SHOES
"little creek in the woods.wav","What is being poured?",WATER
"little creek in the woods.wav","What is flowing through the fountain?",WATER
"trail_footsteps_2_0725_102951.wav","What's the person doing?",WALKING
"writing_pencil_2.wav","What is the person doing?",WRITING
"rain_session_thunder2_2006.wav","How many cracks of thunder are there?",TWO
"rain_session_thunder2_2006.wav","What is the weather like?",STORMY
"metro underground ambient noisy transport catalan barcelona minimal tickling glitch.wav","What kind of alert is going off in the background?",ANNOUNCEMENT
"metro underground ambient noisy transport catalan barcelona minimal tickling glitch.wav","What's the noise in the background?",CHATTING
"crunchy_steps.wav","What is the person doing?",WALKING
"gentle village sounds ed 1f.wav","How many children can be heard clearly?",THREE
"gentle village sounds ed 1f.wav","What can be heard when the sound starts?",TALKING
"Enduro Motocross - (Kouri Forest - Salonika) 16.03 11.05.wav","What tool is making the loud noise?",MOTORCYCLE
"Clinking Glasses.wav","How many clinking sounds are there in total?",THIRTY
"Clinking Glasses.wav","What is making the noise?",GLASS
"DlyFeedback.wav","What kind of insect is this reminiscent of?",BEE
"Grammar school kids screaming _ Berlin-Wedding.wav","What living creature is making musical sounds?",BIRD
"Grammar school kids screaming _ Berlin-Wedding.wav","What time of the day is it?",EVENING
"birds_stereo.wav","How many different birds can be heard?",TWO
"birds_stereo.wav","What type of animal are present?",BIRDS
"150209 Trevor Webb Air Cyclinder.wav","how many times is the item started up?",SIX
"mijo + folk och skotrar 1.wav","What sound can be heard at the end?",LAWNMOWER
"mijo + folk och skotrar 1.wav","Which farm animal can be heard?",CAT
"Movements in the Water.wav","How many words are spoken by a person?",ZERO
"mower.wav","What is being mowed?",GRASS
"mower.wav","Where does the ignited engine belong?",LAWNMOWER
"Crisps_open &amp; crunching.wav","What is the person doing?",EATING
"Crisps_open &amp; crunching.wav","What is the person eating?",CHIPS
